fullname,nickname,year,make,model,specialAccess,dlcPack,rewardOrGift,directAccess,carValue,rarity,feBoost,carType,spec,class,pi,speed,handling,acceleration,launch,braking,offroad,hp,torque,weight,weightPerHp,weightDistribution,displ,aspiration,engineType,cylinders,enginePlacement,drive,rTireWidth,trackWidth,aeroorkitOptions,engineConversions(hp),pirwd,piawd,aspirationOptions,naturallyAspirated,region,country,modelFamily,openTop,doors,steering,wheels,nolights,carThemes,zeroToSixty,zeroToHundred,quarterMile,topSpeed,sixtyToZeroFeet,hundredToZeroFeet,gAtSixty,gAtHundred,sixtyToHundred,forzaDebut,unknown,latestgame,newtoForza,fh5,fh4,fm7,fh3,fm6,fh2,fm5,fh1,fm4,fm3,fm2,fm1,titlesCount,xboxgen
2017 Porsche Panamera Turbo,Porsche Panamera,2017,Porsche,Panamera Turbo,Autoshow,,,,150000,Rare,,Super Saloons,Factory,A,767,7.6,6.3,7.1,8.2,6.1,5.1,550,567,4398,8,55,3996,TT,V,8,F,AWD,315,no,Forza,602,,,none,no,Europe,Germany,,,4,L,4,,,3.4,8.22,11.617,206.7,99.5,247.3,0.97,1,4.82,,9,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO
2016 Porsche 911 GT3 RS,911 GT3 RS '16,2016,Porsche,911 GT3 RS,Autoshow,,,,235000,Epic,,Track Toys,Factory,S1,864,7.8,8.3,7.4,7.8,8,4.5,493,339,3131,6.35,39,3996,NA,Flat,6,R,RWD,325,no,Forza,691,,,TT,stock,Europe,Germany,911,,2,L,4,,,3,7,10.85,212.9,83.7,198.1,1.27,1.43,4,,9,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO
2016 Porsche 911 GT3 RS Preorder Car,911 GT3 RS PO,2016,Porsche,911 GT3 RS Preorder Car,DLC Promo,,,,235000,Legendary,,Track Toys,Upgraded,S2,998,8.6,10,8.7,9.9,10,,855,565,2756,3.22,39,3996,NA,Flat,6,R,RWD,325,no,Forza,750,,,TT,eng,Europe,Germany,,,2,L,4,,,3,7,,231.6,91.6,213.5,1.52,1.87,4,6/11/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
2016 Porsche Cayman GT4,Porsche Cayman,2016,Porsche,Cayman GT4,Autoshow,,,,85000,Rare,,Track Toys,Factory,S1,819,7,8.1,6.8,6.6,7.6,4.2,385,309,2995,7.78,44,3800,NA,Flat,6,M,RWD,295,no,Forza,493,,,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,4.1,9,11.667,193.6,87.4,207.8,1.23,1.37,4.9,,9,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO
2015 Porsche #19 Porsche Team 919 Hybrid,#19 Porsche 919,2015,Porsche,#19 Porsche Team 919 Hybrid,,,,,,,,Forza P1,Race,P,997,7.7,8.7,10,,8.6,,900,1100,1918,2.13,45,,T,V,4,M,AWD,310,,,none,,,none,no,Europe,Germany,,,2,L,4,,,3,4.8,9.167,202.2,86.4,190.3,1.67,2.34,1.8,,8,FM7,FM6,,,FM7,,DLC,,,,,,,,2,XBO
2015 Porsche Cayman GTS,Porsche Cayman,2015,Porsche,Cayman GTS,Autoshow,,,,80000,Rare,,Modern Sports Cars,Factory,A,767,6.6,6.4,6.1,6.2,5.2,4.6,340,280,2965,8.72,46,3436,NA,Flat,6,M,RWD,265,no,Preset / WB,"493, 602",,,"T, PDS",stock,Europe,Germany,,,2,L,4,,,4.3,9.883,,180.5,113.8,279.2,1.1,1.15,5.583,,7,FH5,FH2,FH5,FH4,,cu,DLC,DLC,,,,,,,5,XBO
2015 Porsche Macan Turbo,Porsche Macan,2015,Porsche,Macan Turbo,,,,,105000,Epic,,Sports Utility Heroes,Factory,A,708,6.7,6,7,8.9,6.4,,400,406,4244,10.61,55,3605,TT,V,6,F,AWD,295,no,Offroad lights,"510, 493a, 602",709,708,none,eng,Europe,Germany,,,5,L,4,,,4.2,12.05,13.083,168.2,158.7,367,0.89,0.88,7.85,,7,FH4,FH2,,FH4,FM7,cu,DLC,DLC,,,,,,,5,XBO
2014 Porsche 911 Turbo S,911 Turbo '14,2014,Porsche,911 Turbo S,Autoshow,,,,150000,Rare,,Modern Supercars,Factory,S1,808,7.9,6.6,8.3,9.3,6.7,4.6,560,553,3607,6.44,39,3800,TT,Flat,6,R,AWD,305,no,Forza,none,,,none,no,Europe,Germany,911,,2,L,4,,,2.6,6.817,11.2,215.6,93,230.7,1.09,1.17,4.217,,7,FH5,FH2,FH5,FH4,FM7,cu,DLC,DLC,,,,,,,6,XBO
2014 Porsche 918 Spyder,Porsche 918,2014,Porsche,918 Spyder,Autoshow,,"Accolade, 202111 Gift",,850000,Legendary,,Hypercars,Factory,S2,920,8.8,8.8,10,10,9.3,4.6,887,829,3692,4.16,43,4593,NA,V,8,M,AWD,325,no,Forza,none,,,TT,stock,Europe,Germany,,,2,L,4,,,2.2,4.9,9.917,242.5,79.2,187.7,1.29,1.51,2.7,,7,FH5,FH2,FH5,FH4,FM7,cu,DLC,DLC,,,,,,,6,XBO
2012 Porsche 911 GT2 RS,911 GT2 RS '12,2012,Porsche,911 GT2 RS,Autoshow,,,,240000,Epic,,Track Toys,Factory,S1,860,7.7,7.6,8,6.3,7.7,4.6,611,516,3020,4.94,39,3600,TT,Flat,6,R,RWD,325,Yes,Forza,none,,,none,no,Europe,Germany,911,,2,L,4,,,3.5,6.7,10.25,213.2,84.8,200.8,1.25,1.38,3.2,,4,FH5,FM4,FH5,FH4,FM7,cu,DLC,DLC,,,DLC,,,,7,XBO
2012 Porsche 911 GT3 RS 4.0,911 GT3 RS4 '12,2012,Porsche,911 GT3 RS 4.0,,,,,200000,Legendary,,Track Toys,Factory,S1,847,7.8,8.1,8.6,9.8,8.7,,493,339,2998,6.08,40,3996,NA,Flat,6,R,RWD,325,Yes,Forza,"493a, none",847,854,TT,stock,Europe,Germany,911,,2,L,4,,,3.583,7.982,11.183,200.9,114,278.9,1.18,1.28,4.399,,7,FH4,FH2,,FH4,FM7,cu,DLC,DLC,,,,,,,5,XBO
2012 Porsche Cayenne Turbo,Porsche Cayenne,2012,Porsche,Cayenne Turbo,,,,,110000,Epic,,Sports Utility Heroes,Factory,A,740,7.1,6,7.7,9.5,6.3,,500,516,4784,9.57,52,4806,TT,V,8,F,AWD,295,no,Preset /  Safety Lights,"602, 700",738,740,none,eng,Europe,Germany,,,5,L,4,,HH,4,9.717,12.4,179,150.5,363.1,0.89,0.89,5.717,,4,FH4,FM4,,FH4,FM7,cu,DLC,DLC,,,DLC,,,,6,XBO
2012 Porsche Cayman R,,2012,Porsche,Cayman R,,,,,,,,Sports,Factory,A,520,,,,,,,330,273,3025,9.17,,,,,6,M,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,4.4,,,183.1,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
2011 Porsche #17 Team Falken 911 GT3-RSR,,2011,Porsche,#17 Team Falken 911 GT3-RSR,,,,,,,,GT2,Livery,R3,760,,,,,,,455,332,2690,5.91,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.7,,,177,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
2011 Porsche #23 Alex Job Racing 911 GT3 Cup,,2011,Porsche,#23 Alex Job Racing 911 GT3 Cup,,,,,,,,GT3,Race,R3,733,,,,,,,444,332,2646,5.96,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.617,,,183.6,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
2011 Porsche #45 Flying Lizard 911 GT3-RSR,#45 Porsche GT3,2011,Porsche,#45 Flying Lizard 911 GT3-RSR,,,,,,,,Forza GT,Race,R,814,6.6,7,8.8,,7,,455,332,2690,5.91,39,,NA,Flat,6,R,RWD,310,,,none,,,none,stock,Europe,Germany,911,,2,L,4,,,3.7,7.5,11.083,175.4,112.7,259.7,1.44,1.66,3.8,,4,FM7,FM4,,,FM7,cu,DLC,,,,DLC,,,,4,XBO
2011 Porsche #54 Black Swan Racing 911 GT3 Cup,,2011,Porsche,#54 Black Swan Racing 911 GT3 Cup,,,,,,,,GT3,Livery,R3,733,,,,,,,444,332,2646,5.96,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.617,,,183.6,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
2010 Porsche 911 Sport Classic,,2010,Porsche,911 Sport Classic,,,,,,,,Sports,Factory,A,560,,,,,,,408,310,3139,7.69,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,4.084,,,196.2,,,,,,,3,FM4,FM3,,,,,,,,,DLC,DLC,,,2,360
2010 Porsche Boxster S,,2010,Porsche,Boxster S,,,,,,,,Roadster,Factory,A,506,,,,,,,310,265,3131,10.1,,,,,6,M,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,5.017,,,180.5,,,,,,,3,FM4,FM3,,,,,,,,,DLC,DLC,,,2,360
2010 Porsche Panamera Turbo,,2010,Porsche,Panamera Turbo,,,,,,,,Sedan,Factory,A,560,,,,,,,500,568,4343,8.69,,,,,8,F,AWD,,,,,,,,,Europe,Germany,,,4LB,L,4,,,3.585,,,200,,,,,,,3,FM4,FM3,,,,,,,,,DLC,DLC,,,2,360
2009 Porsche Cayenne Turbo S,,2009,Porsche,Cayenne Turbo S,,,,,,,,SUV,Factory,C,401,,,,,,,550,,5192,9.44,,,,,,F,AWD,,,,,,,,,Europe,Germany,,,5,L,4,,,,,,,,,,,,5/27/2009,3,FM3,FM3,,,,,,,,,,FM3,,,1,360
2008 Porsche #16 Dyson Racing RS Spyder Evo,,2008,Porsche,#16 Dyson Racing RS Spyder Evo,,,,,,,,P2,Livery,R1,953,,,,,,,503,284,1764,3.51,,,,,8,M,RWD,,,,,,,,,Europe,Germany,,Yes,2,R,4,,,3,,,190.7,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,DLC,FM3,,,2,360
2008 Porsche #2 Gruppe Orange Racing 911 GT3 Cup,,2008,Porsche,#2 Gruppe Orange Racing 911 GT3 Cup,,,,,,,,GT3,Race,R3,725,,,,,,,394,294,2513,6.38,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,4.7,,,184.8,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,DLC,FM3,,,2,360
2008 Porsche #45 Flying Lizard 911 GT3-RSR,,2008,Porsche,#45 Flying Lizard 911 GT3-RSR,,,,,,,,GT2,Livery,R3,742,,,,,,,465,317,2701,5.81,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.54,7.562,,,,,,,,5/27/2009,3,FM3,FM3,,,,,,,,,,FM3,,,1,360
2008 Porsche #7 Penske Racing RS Spyder Evo,Porsche RS,2008,Porsche,#7 Penske Racing RS Spyder Evo,,,,,,,,Forza P2,Race,P,964,7.1,8.8,9.4,,8.6,,503,284,1818,3.61,44,,NA,V,8,M,RWD,310,,,none,,,none,stock,Europe,Germany,,Yes,2,R,4,,,2.7,4.9,10.383,192,94,207.4,1.67,2.4,2.2,5/27/2009,3,FM7,FM3,,,FM7,,DLC,,,,DLC,FM3,,,4,XBO
2008 Porsche 911 GT2 (997),,2008,Porsche,911 GT2 (997),,,,,,,,Coupe,Factory,A,590,,,,,,,530,501,3175,5.99,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.4,7.7,,,,,,,,,2,FM3,FM2,,,,,,,,,,FM3,DLC,,2,360
2007 Porsche #80 Flying Lizard 911 GT3-RSR,,2007,Porsche,#80 Flying Lizard 911 GT3-RSR,,,,,,,,GT2,Race,R3,756,,,,,,,465,317,2701,5.81,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.56,,,179.8,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,DLC,FM3,,,2,360
2007 Porsche 911 GT3 (997),,2007,Porsche,911 GT3 (997),,,,,,,,Super,Factory,A,589,,,,,,,415,300,3075,7.41,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.8,,,199.3,,,,,,5/29/2007,2,FM4,FM2,,,,,,,,,DLC,FM3,FM2,,3,360
2007 Porsche 911 GT3 RS (997),,2007,Porsche,911 GT3 RS (997),,,,,,,,Super,Factory,A,592,,,,,,,415,300,3031,7.3,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.9,,,186.8,,,,,,,2,FM4,FM2,,,,,,,,,DLC,DLC,DLC,,3,360
2007 Porsche 911 Turbo (997),,2007,Porsche,911 Turbo (997),,,,,,,,Super,Factory,S,639,,,,,,,480,457,3494,7.28,,,,,6,R,AWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.4,,,204.2,,,,,,5/29/2007,2,FM4,FM2,,,,,,,,,DLC,FM3,FM2,,3,360
2006 Porsche #81 Synergy Racing 911 GT3 Cup,,2006,Porsche,#81 Synergy Racing 911 GT3 Cup,,,,,,,,,Livery,R4,,,,,,,,,,,#DIV/0!,,,,,,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/29/2007,2,FM2,FM2,,,,,,,,,,,FM2,,1,360
2006 Porsche #82 Red Bull 911 GT3 Cup,,2006,Porsche,#82 Red Bull 911 GT3 Cup,,,,,,,,GT3,Livery,S,666,,,,,,,394,295,2513,6.38,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/29/2007,2,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360
2006 Porsche Cayman S,,2006,Porsche,Cayman S,,,,,,,,Coupe,Factory,B,453,,,,,,,295,251,2954,10.01,,,,,6,M,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,5.1,12.018,,,,,,,,5/29/2007,2,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360
2005 Porsche #3 Lechner Racing School 1 911 GT3 Cup,,2005,Porsche,#3 Lechner Racing School 1 911 GT3 Cup,,,,,,,,GT3,Livery,S,656,,,,,,,385,287,2535,6.58,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/29/2007,2,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360
2005 Porsche #31 Petersen-White Lightning 911 GT3-RSR (996),,2005,Porsche,#31 Petersen-White Lightning 911 GT3-RSR (996),,,,,,,,GT2,Race,R3,744,,,,,,,438,302,2480,5.66,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,3.7,,,173.1,,,,,,5/29/2007,2,FM4,FM2,,,,,,,,,DLC,FM3,FM2,,3,360
2005 Porsche #44 Flying Lizard 911 GT3-RSR,,2005,Porsche,#44 Flying Lizard 911 GT3-RSR,,,,,,,,,Race,R3,,,,,,,,,,,#DIV/0!,,,,,,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/29/2007,2,FM2,FM2,,,,,,,,,,,FM2,,1,360
2005 Porsche #5 XBOX 360 911 GT3-RSR,,2005,Porsche,#5 XBOX 360 911 GT3-RSR,,,,,,,,GT2,Livery,R3,715,,,,,,,438,,2480,5.66,,,,,,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/29/2007,2,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360
2005 Porsche #55 Applied Materials 911 GT3 Cup,,2005,Porsche,#55 Applied Materials 911 GT3 Cup,,,,,,,,GT3,Livery,S,647,,,,,,,385,288,2535,6.58,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/29/2007,2,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360
2005 Porsche #66 AXA Racing 911 GT3 Cup (996),,2005,Porsche,#66 AXA Racing 911 GT3 Cup (996),,,,,,,,GT3,Race,R3,702,,,,,,,385,287,2535,6.58,,,,,6,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,5,,,183.2,,,,,,5/29/2007,2,FM4,FM2,,,,,,,,,DLC,FM3,FM2,,3,360
2004 Porsche #23 Alex Job Racing 911 GT3-RSR,,2004,Porsche,#23 Alex Job Racing 911 GT3-RSR,,,,,,,,,Race,R3,,,,,,,,,,,#DIV/0!,,,,,,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,0,5/29/2007,2,FM2,FM2,,,,,,,,,,,FM2,,1,360
2004 Porsche 911 GT3,911 GT3 '04,2004,Porsche,911 GT3,Autoshow,,,,65000,Rare,,Retro Supercars,Factory,A,778,7.1,6.9,6.4,5.7,5.3,4.8,381,284,3159,8.29,38,3600,NA,Flat,6,R,RWD,295,Both,Forza,493,,,TT,stock,Europe,Germany,911,,2,L,4,,,4.2,9.5,12.4,196.9,108.1,271.3,1.09,1.15,5.3,5/3/2005,1,FH5,FM1,FH5,FH4,FM7,cu,DLC,,,,DLC,FM3,FM2,FM1,9,XBO
2003 Porsche #22 3R-Racing 911 GT3 Cup,,2003,Porsche,#22 3R-Racing 911 GT3 Cup,,,,,,,,,Livery,R4,,,,,,,,,,,#DIV/0!,,,,,,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/3/2005,1,FM2,FM1,,,,,,,,,,,FM2,FM1,2,360
2003 Porsche Boxster S,,2003,Porsche,Boxster S,,,,,,,,Roadster,Factory,C,392,,,,,,,258,229,2930,11.36,,,,,6,M,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/3/2005,1,FM3,FM1,,,,,,,,,,FM3,FM2,FM1,3,360
2003 Porsche Carrera GT,Porsche Carrera,2003,Porsche,Carrera GT,Autoshow,,,,1000000,Epic,,Retro Supercars,Factory,S1,845,7.6,7.1,6.6,7.2,7.5,4.5,605,435,3528,5.83,42,5733,NA,V,10,M,RWD,335,Yes,Forza,"750, 887",,,TT,stock,Europe,Germany,,,2,L,4,,,3.6,7,11.3,209.7,90.1,216,1.16,1.28,3.4,5/3/2005,1,FH5,FM1,FH5,FH4,FM7,cu,DLC,DLC,,,DLC,FM3,FM2,FM1,10,XBO
2002 Porsche #57 Larbre McDonalds 996 GT3 Cup,,2002,Porsche,#57 Larbre McDonalds 996 GT3 Cup,,,,,,,,,Livery,R4,,,,,,,,,,,#DIV/0!,,,,,,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/29/2007,2,FM2,FM2,,,,,,,,,,,FM2,,1,360
2000 Porsche #23 IMSA 911 GT3-RS,,2000,Porsche,#23 IMSA 911 GT3-RS,,,,,,,,,Race,GTS,,,,,,,,,,,#DIV/0!,,,,,,R,RWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,5/3/2005,1,FM1,FM1,,,,,,,,,,,,FM1,1,360
1998 Porsche #26 Porsche AG 911 GT1-98,#26 Porsche GT1,1998,Porsche,#26 Porsche AG 911 GT1-98,,,,,,,,Modern GT Racing,Race,,,6.6,7.5,8.9,,7.4,,550,464,2094,3.81,49,,TT,Flat,6,M,RWD,,,,,,,,no,Europe,Germany,911,,2,R,4,,,3.3,6,,178.2,89.9,217.2,1.52,1.81,2.7,5/3/2005,1,FM6,FM1,,,,,DLC,,,,DLC,FM3,FM2,FM1,5,XBO
1998 Porsche #5 Zakspeed Racing 911 GT1-98,,1998,Porsche,#5 Zakspeed Racing 911 GT1-98,,,,,,,,GTS,Livery,R2,850,,,,,,,550,,2094,3.81,,,,,,M,RWD,,,,,,,,,Europe,Germany,,,2,R,4,,,,,,,,,,,,5/27/2009,3,FM3,FM3,,,,,,,,,,FM3,,,1,360
1998 Porsche 911 GT1 Strassenversion,Porsche 911 GT1,1998,Porsche,911 GT1 Strassenversion,Autoshow,,,,2500000,Legendary,,Retro Supercars,Factory,S1,840,7.2,7.9,6,6.3,8.7,3.9,536,442,2646,4.94,48,3163,TT,Flat,6,M,RWD,335,Yes,Forza,none,,,none,eng,Europe,Germany,,,2,L,4,,"HR, OR, CS",3.6,7.1,11.283,197.6,90.7,210.5,1.24,1.49,3.5,,2,FH5,FM2,FH5,FH4,FM7,,,,,,,FM3,DLC,,5,XBO
1995 Porsche 911 Carrera 2 by Gunther Werks,Porsche 911C2 GW,1995,Porsche,911 Carrera 2 by Gunther Werks,Exclusive,,,,500000,Epic,,Modern Sports Cars,Tuner,S1,823,7.2,7.6,6.3,7.6,8,,431,315,2677,6.21,42,3996,NA,Flat,6,R,RWD,315,Both,Sport,"691, 536",823,831,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,3.6,8.6,,183.1,136.3,317.2,1.08,1.15,5,4/6/2020,11,FH4,FH4,,cu,,,,,,,,,,,1,XBO
1995 Porsche 911 GT2,911 GT2 '95,1995,Porsche,911 GT2,Autoshow,,,,550000,Epic,,Retro Supercars,Factory,A,753,6.5,6.3,6.7,5.7,5.3,4.5,424,398,2855,6.73,38,3600,TT,Flat,6,R,RWD,285,Rear,Preset / WB,493,,,none,no,Europe,Germany,911,,2,L,4,,,3.9,8.682,12.1,180.3,112.5,275.6,1.1,1.18,4.782,5/3/2005,1,FH5,FM1,FH5,FH4,FM7,DLC,,,,,DLC,FM3,FM2,FM1,8,XBO
1993 Porsche 911 Turbo S Leichtbau,911 Turbo '93,1993,Porsche,911 Turbo S Leichtbau,,,,,,,,Sport GT Icons,Factory,A,632,6.9,5.2,8.1,,5,,381,347,2844,7.46,39,,T,Flat,6,R,RWD,265,,,"415, 562",,,none,eng,Europe,Germany,911,,2,L,4,,,3.9,8.9,11.767,185.3,122,295.8,1.17,1.17,5,1/18/2018,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
1993 Porsche 928 GTS,Porsche 928 GTS,1993,Porsche,928 GTS,Exclusive,,,,250000,Epic,,Retro Sports Cars,Factory,B,698,7,5.9,6.6,7.9,6,,345,369,3594,10.42,50,5397,NA,V,8,F,RWD,255,Both,Forza,"510, 493, 602",698,708,"T, TT, CS",stock,Europe,Germany,,,2,L,4,,,5.3,13.1,,176.2,165,382.8,0.98,1,7.8,,9,FH4,FH3,,cu,FM7,cu,,,,,,,,,3,XBO
1993 Porsche 968 Turbo S,Porsche 968,1993,Porsche,968 Turbo S,Autoshow,,,,140000,Rare,,Retro Sports Cars,Factory,A,701,6.2,5.2,5.3,4..5,4.1,4.8,305,369,2866,9.4,51,2990,T,Inline,4,F,RWD,265,Both,Forza,"321, 415, 327, 300, 805, 690, 887",,,none,eng,Europe,Germany,,,2,L,4,,,4.7,11.7,,170,128.8,319.8,1.07,1.09,7,1/15/2019,11,FH5,FH4,FH5,DLC,,,,,,,,,,,2,XBO
1990 Porsche 911 Reimagined by Singer,Porsche 911 '90,1990,Porsche,911 Reimagined by Singer,Exclusive,,,,1800000,Epic,,Track Toys,Tuner,S1,855,8,7.4,8.5,9.8,7.8,,493,317,2315,4.7,38,3942,NA,Flat,6,R,RWD,295,Both,Forza,536,855,872,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,2.9,6.3,,209.1,110.3,275.8,1.17,1.17,3.4,11/3/2020,11,FH4,FH4,,cu,,,,,,,,,,,1,XBO
1989 Porsche #65 Rothsport Racing 911 'Desert Flyer',#65 911 Desert,1989,Porsche,#65 Rothsport Racing 911 'Desert Flyer',Autoshow,,,,500000,Epic,,Rally Monsters,Race,B,694,4.8,5,5.7,4.8,4.1,8.6,325,287,2840,8.74,42,3600,NA,Flat,6,R,RWD,235,no,,"330, 493, 691, 887",,,none,,Europe,Germany,,,2,L,4,,,4.215,10.877,,133,141.7,355.9,0.88,0.89,6.662,11/5/2021,12,FH5,FH5,FH5,,,,,,,,,,,,1,XBO
1989 Porsche 944 Turbo,Porsche 944,1989,Porsche,944 Turbo,Autoshow,,,,35000,Rare,,Retro Sports Cars,Factory,B,651,5.8,5.3,4.9,2.6,4.1,5.3,247,258,3115,12.61,51,2479,T,Inline,4,F,RWD,245,Both,Forza,"321, 300, 805",,,none,eng,Europe,Germany,,,2,L,4,,,5.5,14.1,14.2,161.5,161.1,375.1,0.98,1,8.6,5/3/2005,1,FH5,FM1,FH5,FH4,FM7,cu,DLC,DLC,,,DLC,FM3,FM2,FM1,10,XBO
1988 Porsche #17 Porsche Dunlop 962c,#17 Dunlop 962C,1988,Porsche,#17 Porsche Dunlop 962c,,,,,,,,Early Prototype Racers,Livery,P,982,8.9,8.3,9.7,,8.1,,720,590,1962,2.73,40,,TT,Flat,6,M,RWD,350,,,none,,,none,no,Europe,Germany,,,2,R,4,,,2.5,4.65,9.333,240.7,94.2,209.5,1.64,2.17,2.15,10/3/2017,10,FM7,FM7,,,FM7,,,,,,,,,,1,XBO
1987 Porsche 959,Porsche 959,1987,Porsche,959,Autoshow,,,,2000000,Legendary,,Retro Supercars,Factory,A,764,4.8,5,5.7,4.8,4.1,8.5,450,369,3190,7.09,43,2849,TT,Flat,6,R,AWD,255,Both,Forza,"493, 887",,,none,eng,Europe,Germany,,,2,L,4,,"AWW, ?WFRC, WW",3.6,8.2,11.918,200.3,111.2,282.5,1.08,1.13,4.6,5/3/2005,1,FH5,FM1,FH5,FH4,FM7,cu,DLC,DLC,,,DLC,FM3,FM2,FM1,10,XBO
1987 Porsche #17 Porsche AG 962c,#17 Porsche 962C,1987,Porsche,#17 Porsche AG 962c,,,,,,,,Early Prototype Racers,Race,P,982,8.9,8.3,9.7,,8.1,,720,590,1962,2.73,40,,TT,Flat,6,M,RWD,350,,,none,,,none,no,Europe,Germany,,,2,R,4,,,2.5,4.65,9.333,240.7,94.2,209.5,1.64,2.17,2.15,5/3/2005,1,FM7,FM1,,,FM7,,DLC,,,,DLC,FM3,FM2,FM1,6,XBO
1985 Porsche #185 959 Prodrive Rally Raid,#185 Porsche 959,1985,Porsche,#185 959 Prodrive Rally Raid,Autoshow,,"Accolade, House",,1500000,Legendary,,Rally Monsters,Race,A,742,6.1,5.4,7.5,6.1,4.3,7.6,394,320,3322,8.43,44,2849,TT,Flat,6,F,AWD,205,Both,Rally lights,"493, 691, 887",,,none,eng,Europe,Germany,,,2,L,4,,,4.5,10,,173.9,112.6,285.9,1.01,1.09,5.5,10/21/2018,11,FH5,FH4,FH5,DLC,,,,,,,,,,,2,XBO
1982 Porsche 911 Turbo 3.3,911 Turbo '82,1982,Porsche,911 Turbo 3.3,Autoshow,,,,150000,Epic,,Retro Supercars,Factory,B,666,5.6,5.2,4.8,2,4.1,5.2,296,304,2866,9.68,40,3299,T,Flat,6,R,RWD,225,Both,Preset / WB,"493, 424",,,TT,no,Europe,Germany,911,,2,L,4,,,5.1,12.2,13.7,156.5,160.5,394.1,0.86,0.87,7.1,5/3/2005,1,FH5,FM1,FH5,FH4,FM7,cu,DLC,DLC,,,DLC,FM3,FM2,FM1,10,XBO
1980 Porsche 924 Carrera GTS,Porsche 924,1980,Porsche,924 Carrera GTS,,,,,,,,Early Sport Touring,Factory,C,433,6.1,4.5,7.1,,4.2,,245,247,2469,10.08,50,,T,Inline,4,F,RWD,225,,,"276, 415, 690",,,none,eng,Europe,Germany,,,2,L,4,,,6.2,13.819,13.333,165.5,127.9,324.1,1.07,1.02,7.619,4/19/2018,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
1978 Porsche #78 MOMO 935/78,Porsche 935/78,1978,Porsche,#78 MOMO 935/78,,,,,,,,GT Racing Reborn,Race,R,893,8.4,7,9.4,,6.7,,845,578,2260,2.67,40,,TT,Flat,6,R,RWD,360,,,none,,,none,no,Europe,Germany,,,2,L,4,,,2.6,5.4,9.75,227.7,105.1,242.3,1.43,1.63,2.8,11/3/2017,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
